Products,Revenue
1801923,589
672412,588
1641379,588
1317378,588
3294118,588
3918134,588
3325672,588
2399962,587
2889506,587
528157,587
3573621,586
4100204,586
4146460,586
3865858,586
2395552,586
4274780,586
4035016,586
2173623,586
30864,586
2849403,585
3579567,585
4460990,585
3919011,584
2465246,583
4079215,583
3924018,583
458707,582
4229178,582
4056004,582
4328594,582
3694853,581
1346408,581
260968,581
3611976,581
3642512,580
1692800,579
3268473,579
3609779,578
1619765,578
3325780,578
3909723,578
928545,577
3569519,577
1802719,576
228021,576
159811,576
3878512,576
1396948,576
4034922,575
3081872,575
3828948,575
3863360,575
4321109,575
3081774,574
4158751,574
4336759,574
3335354,574
4063801,574
3867002,573
3147225,573
3346871,572
3631116,572
1578112,572
4100080,572
3709072,571
2882290,571
3694475,571
42073,571
4055934,571
4111688,571
3865782,571
1353631,570
3526439,570
2453404,570
1788118,570
2435194,570
3715589,570
1694784,569
2445904,569
3909484,568
1892660,568
3916438,568
4288893,568
1640313,568
3159578,567
2380669,567
690187,567
1591417,567
3159317,566
3527658,565
1197689,565
3159548,565
3512021,564
117227,563
2309352,563
15417,562
923356,562
1826360,562
1851107,561
1126070,561
14328,561
1353858,561
4243371,561
4100222,560
1881067,560
3609869,560
260167,560
4200505,560
3002663,560
458702,559
3325745,559
4228964,559
3864556,559
626778,559
3550491,557
3865919,557
3975336,557
3918497,556
410483,556
3985648,556
2180579,556
3811378,556
657265,556
2167812,556
4243741,556
4137487,556
4414927,556
12831,555
4275402,555
2150209,555
4274819,555
1846653,554
4080818,554
1810967,554
3312502,554
3910208,554
3869321,553
1758028,553
2148928,553
351035,553
3629305,552
4063867,552
2879738,551
4129981,551
3002760,551
4525782,550
4275039,550
2969007,550
220909,550
2379995,549
2396369,549
426526,549
295070,549
466758,548
3624348,548
1197580,548
4204185,548
2193813,547
4336694,546
2419,546
2965135,546
4472133,546
4077350,546
3828923,546
190001,545
4525466,545
4053130,545
2111733,545
3527751,545
4414659,545
299943,544
3865952,544
303960,543
4525982,543
50433,543
4092544,542
3876411,542
87231,542
3565207,541
3147256,541
2392284,541
2254816,541
4306538,541
4036155,540
3159252,540
4275167,539
2880671,539
3527772,539
4200810,539
3449992,539
4034925,538
289418,538
3813954,538
3585833,538
334425,538
37429,538
286742,537
2937941,537
1353885,537
2270878,537
3512077,537
4306585,537
4468315,536
21723,536
216489,536
3158544,535
2347944,535
3312431,535
3975332,535
7924,534
3628824,534
989114,533
159809,533
216488,533
3975460,533
3294258,533
3625629,532
4443093,532
27137,532
4118058,531
3869498,531
1774276,531
3878629,531
229417,531
2972421,530
2961181,530
545667,530
3325744,530
4321173,529
260169,529
465674,529
1852741,529
1397719,529
4397921,529
3527731,528
3786269,528
4128163,528
4294131,528
4075858,527
1279306,527
3876078,527
1583700,527
451443,526
3335349,526
3919753,526
3325712,525
2965311,525
3863453,524
4414957,524
1575848,524
3170539,524
3865372,524
4141917,524
3975304,524
674022,524
4428332,522
261397,522
525266,522
3975439,522
4415079,522
3878599,522
258313,522
4381603,522
3800111,521
3754657,521
1197693,521
299280,521
29870,520
4161575,520
2168662,520
3916607,519
4080770,518
2192715,518
1894436,518
422758,518
91909,518
2396379,518
74973,517
3799943,517
36739,517
4274954,517
4129983,516
923328,516
3609862,516
1509633,516
3076952,515
3863888,515
4055492,515
4534583,515
2465315,515
1119359,515
4158861,514
3795508,514
3800020,514
311208,514
3157759,513
2395547,513
3147241,512
3715231,512
4161444,512
757,512
3878693,512
1641375,512
2972416,512
4336850,512
3402586,512
3863347,511
357666,511
3081835,511
3617237,511
3922945,511
3824026,510
2392240,510
515640,510
260994,510
4114209,510
2149279,509
4063962,509
4272668,508
4381556,508
4055940,508
2846552,508
3863479,508
3916648,507
60130,507
3609861,507
3312498,507
2837686,507
1917819,507
4076275,507
3312539,506
3910468,506
229416,506
3924289,506
2435238,506
300026,504
4321140,504
3800075,503
41455,503
4199628,503
4082044,503
3573160,502
3924670,501
3865889,501
410596,501
3862635,501
3527732,500
3828989,500
1894585,500
4243265,500
4636801,499
2396476,499
3579837,499
465670,499
4242163,498
4092405,498
4275063,498
4242153,498
3975096,498
3147211,497
2111869,497
43305,497
666494,497
3780470,497
2938019,496
3335359,496
11105,495
3527639,495
1686876,495
3157995,494
3884920,494
923343,493
4334968,493
1619761,493
2026479,493
1684130,493
3294169,493
3869555,492
3294188,492
4129856,492
3979729,492
4321380,492
1396199,492
3159450,492
47953,492
737450,491
3624032,491
4146956,490
3609786,490
1590183,490
4326655,490
3811150,490
1802740,489
458582,489
3878519,489
4321220,489
3801797,489
3801776,489
1578377,489
448530,489
4087684,489
4109682,489
4226544,489
1018713,488
1353772,488
35743,487
4055958,487
4321275,487
4052074,487
4467783,487
1126126,486
4075845,486
1754409,486
1574979,486
458065,485
110188,485
4084670,485
3862476,484
224957,484
3159464,484
4076238,484
842524,484
3028988,484
3599277,483
1390222,483
2396287,483
4243254,482
3828758,482
3039037,482
2938018,482
4459009,482
1802286,482
2173624,482
3869403,481
3695616,481
1885327,481
459752,480
3795667,480
4467796,480
4578915,480
2181750,480
989149,479
3075547,479
2139026,479
4250362,479
3801762,479
2436512,478
1581242,478
1894408,478
4106097,477
3919004,477
3157990,477
4291368,477
4384976,477
2837654,477
3869571,476
3350329,476
3527636,476
1619842,476
3334616,476
1801998,476
455613,476
2406326,475
3346937,475
3609825,475
855027,475
1607400,475
4334969,475
2396298,475
2448199,474
1916696,474
4199527,474
2153696,474
4112220,474
1476721,474
3629264,474
1811306,473
1440646,473
4384687,473
3695617,472
4328625,472
431561,472
3918529,471
1208007,471
3825042,471
4114189,471
4075867,471
2111740,471
4217507,471
2396184,470
4288891,470
2168934,470
3335362,470
3869513,468
1227228,468
3920925,468
4274945,468
1333329,468
4336706,468
4053188,468
4063720,468
3823624,467
196978,467
4483461,467
4052049,467
1802230,467
3916686,466
3909519,466
37545,466
928840,466
856955,466
923247,466
1582794,466
2396284,466
3780482,466
1661271,465
4483465,465
2348244,465
3863434,464
2435292,464
4075891,464
3631068,464
312,464
284546,464
58607,464
4288887,464
1505790,463
2937934,463
4199640,463
4199614,462
3158532,462
2846545,462
4229141,462
2168665,461
4106408,461
45750,460
3891528,459
261016,459
4534034,459
624146,459
272546,459
4274481,459
3988535,458
2181849,458
2849482,458
2168663,458
3971891,458
3636059,458
3920226,457
2465239,457
4336378,457
312822,456
1727180,456
2347990,456
3794312,456
3828988,456
3918532,455
457113,455
2181860,455
4336969,455
1836782,455
260965,455
3795509,455
1607388,455
4321068,455
3918461,454
2168668,454
3689111,454
1302874,454
2490912,453
4415119,453
3801788,453
3865762,453
4243749,453
4091317,453
2240827,452
455433,452
3159530,452
3527648,452
3975214,452
4106183,451
3628642,451
54850,450
4334985,450
3609908,450
3910449,450
3986463,450
333274,450
1397738,450
4467810,450
4055912,449
2012685,449
4056005,448
3294192,448
1919378,448
2924119,448
2392281,447
1641381,447
688260,447
3924036,447
3864023,447
1918656,447
1696980,447
4336582,447
44967,446
4075855,446
1686808,446
4324696,446
4274486,446
4472240,445
3910126,445
3609776,445
2396510,445
3698772,445
4081909,444
4055914,444
4534214,444
1631423,444
4384888,444
2964612,443
58379,443
4055956,443
3624351,443
3865897,443
2240830,443
854336,443
312156,443
1317357,443
1334233,442
3350326,442
1769995,442
3318637,441
1619857,441
4076244,440
4467804,440
4352563,440
4199474,439
2406305,439
3918410,439
989115,438
1686351,438
458090,438
3811329,438
3974005,438
3910218,438
38431,437
4053114,437
2973051,437
3823422,437
3918133,437
1696381,437
426966,437
1916278,436
3828975,436
2435353,436
1698780,436
2435185,436
3521469,436
345456,436
147358,435
2181851,435
3618110,435
4385090,435
2193691,435
2837735,435
3951202,435
455643,435
4274978,435
4274483,435
3924326,434
3521794,434
3294271,434
3800047,433
4087783,433
1230552,433
3611248,433
1583691,433
3790555,432
4352571,432
4106135,431
224507,431
1852714,431
2050168,431
1636553,431
3828872,431
4228727,431
3642507,431
3408725,431
3796860,431
989551,431
3918137,431
989147,430
458081,430
1836777,430
1625326,430
4243673,430
4204190,430
4384934,429
1619864,429
446277,429
1917794,429
2965041,429
950673,429
3800187,428
2396224,428
4275202,428
3268439,428
3869282,427
2395539,427
1802026,427
4467773,427
3294182,426
4161716,426
1616044,426
3332718,426
3695619,425
4210886,425
100575,425
257586,425
3270540,425
3882372,425
4518252,425
3978045,425
147354,424
410489,424
4243609,424
4084665,424
4579889,423
1126127,423
10628,423
4157281,423
3828901,423
4321116,423
2240209,422
149073,422
2370682,422
3919012,422
2111724,422
3975128,422
3924220,421
3294262,421
1499192,421
1279357,420
3408718,420
1691715,420
3159520,420
410361,419
2131690,419
480855,419
1987563,419
3325677,419
2435249,418
3780363,418
3624037,418
4086507,418
3918482,417
3979758,417
3623947,417
156978,417
3922946,417
4086516,417
3916540,416
3568268,416
3671864,416
2995804,416
3299970,416
3953650,416
4077363,416
2435211,416
410595,416
402610,416
303536,415
4242148,415
4321319,415
3550526,415
4243675,415
4087716,415
1852650,415
98617,414
4034940,414
1684562,414
3335342,414
43671,413
3642509,413
1619806,413
1018684,413
3792936,412
3909737,412
2396412,412
3325784,412
21817,411
4079283,411
3512034,411
1396498,410
2924125,410
4321122,410
1755711,410
4436118,410
4321360,410
510935,410
2435209,410
3159434,410
4336595,409
1885336,409
3916470,409
3815917,409
4415005,409
4633632,408
1280650,408
3799983,408
2153677,408
1717720,408
180619,408
4387136,408
4086494,408
1353757,407
1612419,407
65412,406
4161601,406
4385050,406
4321284,406
2471271,406
4387122,405
4200886,405
4200890,405
3082063,405
1704973,405
224487,404
1789303,404
4091347,404
3671859,404
3985551,404
3865219,404
4336383,404
4200809,404
3276585,403
4207563,403
682580,403
2046,403
3864518,403
4087752,403
2435247,403
4243558,402
2052914,402
2889536,402
1434420,402
292410,402
4229173,402
3318687,401
4243352,401
637883,401
4161539,400
1564745,400
4052047,400
2115099,400
4055949,400
3065066,400
410597,400
4076230,399
2309342,399
4052207,399
3878594,399
3799938,399
4275267,399
1607404,398
4055944,398
3924043,398
2916034,398
2396243,398
82943,397
1833479,397
4137415,397
2435193,397
4384921,397
1126124,396
4472984,396
22044,396
3294166,396
3910471,396
4114206,396
4080819,395
3919952,395
2192724,395
4321375,395
513577,394
3158552,394
3979801,394
35574,394
3406538,394
3271314,393
4055924,393
3916421,393
1631719,393
2961178,393
3623972,393
4243650,392
2181862,392
3512035,392
1893320,391
4084655,391
4336705,391
3786439,391
3973350,391
3909426,390
524518,390
928350,390
3715234,390
3809899,389
1683911,389
3580138,389
3878716,388
2348312,388
1396370,388
4161493,388
2350509,388
25014,387
1836797,387
3975385,387
2240837,386
165670,386
4385077,386
337177,386
4075840,386
313918,385
1505952,385
4083799,385
3920835,385
4106178,384
4532320,384
2181861,384
1792790,384
3629192,384
260336,384
303394,384
4342604,384
3169255,384
2396213,384
2379993,383
13758,383
1132121,383
2880353,383
1810976,383
3294282,383
4097212,383
1725327,382
637893,382
3346964,382
4122163,382
2837668,382
2481003,382
3029083,381
12123,381
4275042,381
3628977,381
4228989,381
3879047,380
3916447,380
4131088,380
4131169,380
1253661,380
171197,380
4275150,379
1607398,379
3549035,379
3800293,379
702685,379
1060,378
3884912,378
3924342,378
3918409,378
3909841,378
437045,378
3299974,377
2964770,377
445451,377
102169,376
1131565,376
3863861,376
2235301,376
2933236,376
4203996,375
4243581,375
3626971,375
1631633,375
2463985,375
2405294,375
466763,375
3346844,374
3876047,374
3865926,374
4063830,374
1686755,373
3971889,373
3294163,373
4274808,372
1353651,372
284410,372
4055933,372
183595,372
4204194,372
458580,371
3800021,371
4321145,371
1583698,371
3975148,371
6406,370
3010415,370
3827398,370
4229140,370
3159436,370
3254540,369
2392289,369
4200558,369
4304664,369
4243335,369
3268469,369
2350648,369
2937980,368
1885331,368
260123,368
4381428,368
2175065,367
117229,367
1917760,367
3325737,367
260993,367
3294180,367
386661,366
3626881,366
4428373,366
4460980,366
3975158,366
3916696,365
3809420,365
1836816,365
2168683,365
729292,365
4129978,365
2111790,365
2235500,364
294209,364
855038,364
3792913,364
4384962,364
4080783,363
4275084,363
3081792,363
3332780,363
2180573,363
543125,363
2881602,363
4336635,363
1803416,362
3609811,362
3574124,362
4578914,362
1619865,362
3159355,362
4604718,361
4138776,361
3918965,361
4052268,361
1885323,361
4415029,361
221819,361
26338,360
3920820,359
4385092,359
2882301,359
3255553,359
392238,359
1491161,359
4106091,358
1000703,358
1287174,358
1334234,358
4080822,358
224947,358
129462,358
2465230,358
25927,358
2240804,357
3460465,357
2150525,356
116408,356
418140,356
4291400,356
285370,356
3268531,356
3512080,356
62885,356
4226546,356
4532884,355
2235702,355
64902,355
3801775,355
4159004,355
3924153,354
3828869,354
3786443,354
3800161,354
3863099,354
1583759,354
4336837,354
2846387,354
1888191,354
2435210,353
4207519,353
4321175,353
4533998,353
4086414,353
4274075,352
3002692,352
2964937,352
4460943,352
3920233,351
296468,351
449956,351
3104987,351
1846645,350
3986425,350
261395,350
1885313,350
670369,350
3332865,349
3159586,349
466766,349
3175464,349
1634170,348
4242109,348
3909996,348
1640326,348
3299972,348
1809679,348
4038373,348
4161365,347
3294240,346
1717524,346
2937914,346
4055925,346
4415132,346
3865798,346
3983302,346
3521301,346
3325778,346
4082350,346
4293681,345
4532326,345
3988537,345
4415075,345
4122158,345
4122159,345
1346406,345
543131,345
3715287,345
4114182,344
2849518,344
3811405,344
1583601,344
2167803,344
3823406,344
2254417,344
3977522,344
410464,343
4052124,343
4321369,343
3971820,343
4352569,343
4098323,343
4065581,342
41869,342
1619037,342
2026480,342
1861401,342
3350325,342
1253703,342
1575851,341
2435356,341
3715205,340
3624074,340
3636009,340
3266594,340
4100220,340
4321199,340
58256,339
190000,339
1688565,339
3789040,339
3294202,339
4055506,339
4063724,339
4337248,339
1802705,338
11464,338
1221311,338
4570482,338
4483025,338
1811075,338
1686854,338
487928,338
3599249,338
1961564,338
4067453,338
1396257,337
1705276,337
224490,336
289363,336
1852514,336
3158564,336
2435144,336
1686659,336
3039277,336
437028,336
3159332,336
272545,336
4114896,335
489645,335
1894429,335
2167813,335
4328622,335
4428419,335
1632179,335
10051,335
1691956,335
1701825,334
3827414,334
3715309,334
47798,334
1852623,334
4038488,334
3332906,334
44098,333
3920924,333
2100756,333
3891467,333
3827421,333
1624776,332
4408317,332
3169168,332
4106087,331
2882283,331
3312437,331
2453365,331
2939928,331
4077416,331
19462,331
4106088,330
1948854,330
3081965,330
3828765,330
3350290,330
1611791,330
3786272,330
173754,330
4275379,330
3159576,330
43922,329
222364,329
3579818,329
4052155,329
627336,329
426842,329
3975064,329
3880200,328
2882289,328
3909938,328
4414890,328
4219661,328
4114441,328
281764,327
4428409,327
3922944,327
2964644,327
4430568,326
4141863,326
3882490,326
3983298,326
2172577,326
1802065,326
459748,325
702771,325
2031547,325
2153693,325
1789103,325
2880404,325
48388,325
3269890,325
2184331,325
2240197,324
47569,324
4030262,324
1716133,324
3628732,324
3916481,324
4321082,324
1809111,324
3157912,324
4065578,323
3318782,323
2100932,323
3617242,323
1079221,323
1852756,323
3973826,323
4087702,323
4321096,323
3975040,323
1334238,322
3332568,322
2406308,322
1808565,322
3909988,322
3550570,322
2880319,322
2185154,322
4226531,322
4118290,321
45133,321
4207533,321
3635238,321
2937938,321
272656,321
3869388,320
289416,320
4087734,320
4200882,319
3108970,319
3786444,319
1622079,319
3863343,319
4106144,318
1808610,318
42317,318
4055926,318
4534407,318
4199472,318
25798,318
4243268,318
2435220,318
147430,318
1852730,317
2405306,317
466761,317
3039030,316
3609877,316
2444827,316
2137059,316
2111880,316
1700911,316
3159527,316
3918976,316
4461000,316
4308282,315
3079558,315
3629122,315
3618313,315
3971864,315
48164,315
1333314,315
2193313,315
55698,315
3982969,315
2501580,314
4140429,314
3924908,314
4291402,314
1503205,314
386913,313
2933098,313
2435160,313
3979737,313
2185336,313
3636543,313
4336936,313
2149258,312
3623966,312
2168682,312
1641376,312
1686871,312
1242435,312
4219358,311
4075861,311
2149402,311
4028731,311
2627,311
1894439,311
2026481,311
2396264,311
4293690,310
4397123,310
512817,310
1916349,310
4039510,310
4100221,310
447702,309
2392247,309
4055498,309
4207537,309
3312499,309
349189,309
3624041,309
2933094,308
2837855,308
4114172,308
2882295,308
1619757,308
4055948,308
3631329,308
2100539,308
2964751,308
3294280,308
402151,308
3410015,308
1096742,307
4596455,307
3800196,307
4038346,307
3910171,307
3408761,307
2849577,307
451775,307
4336391,307
1583738,307
3157977,306
2837624,306
4075843,306
1705265,306
19811,305
4076270,305
1758160,305
2309360,305
3609911,305
4534173,305
17316,305
3268476,305
3869341,304
303532,304
4294251,304
246547,304
350980,304
426527,304
2435192,304
4473828,304
2055591,304
4275170,303
2396241,303
4076233,302
3671866,302
4077365,302
147415,302
4226529,302
303533,301
3158542,301
3624349,301
3878579,301
3786202,301
4460965,301
3325681,301
3280518,301
2037176,301
1624360,301
660561,300
3550591,300
1894420,300
3873631,300
3828910,300
17575,300
2304171,299
1280845,299
4086135,299
2882336,299
1808577,299
1918363,299
3157971,298
289334,298
491178,298
1694075,298
2100621,298
3671862,298
4131134,298
1884260,298
2348343,297
3971914,297
1018723,297
3881969,297
1787932,297
1761335,297
60782,297
244294,297
4337277,297
3317966,296
4243550,296
3411987,296
465673,296
4414658,296
4336976,296
313913,295
4199535,295
3039266,295
4294524,295
4443111,294
4200506,294
3626888,294
2882277,294
1808632,294
2235568,294
2053481,294
3910428,294
3865780,294
3998126,294
3795631,294
4397697,294
86114,293
3869574,293
4158541,293
1840066,293
1896062,293
3786435,293
4288853,293
309606,293
1641373,293
4623981,293
13406,293
4055939,292
365442,292
455751,292
4088526,291
4158717,291
272547,291
3795499,291
1916191,291
458078,290
4055488,290
1718413,290
1810491,290
4533883,290
4201351,290
3081924,290
3029095,289
3864583,289
2910975,289
2837706,289
2115094,289
4063795,289
4146948,288
3174713,288
43973,288
1353815,288
1259333,288
1787702,288
2248283,288
2914086,287
3569531,287
135206,286
874502,286
559079,286
2903283,286
3979774,286
3878627,285
2309362,285
4412530,285
1869621,285
4101556,285
1693289,285
3865789,285
3918979,285
1313871,284
4525708,284
4063823,284
3828926,284
3105586,284
2937913,284
3803456,284
1396047,284
4274455,284
3884919,283
3916680,282
2465199,282
3629369,282
3916491,282
1236527,282
4106174,281
1583603,281
3326505,281
1801908,281
2833033,280
1686350,280
3918485,280
234979,280
308354,280
3971887,280
334428,280
4055936,280
3865842,280
4204175,280
4321106,280
3910360,279
3910438,279
117679,279
244295,279
1000670,278
73177,278
1595017,278
4518188,278
3986798,277
1000671,277
868875,277
4275019,277
4052267,277
2435200,277
1583647,277
3916538,276
1128810,276
4275405,276
22344,276
3801803,276
865310,276
2370585,275
2392219,275
4109657,275
3924811,275
2254861,275
519533,275
3754609,274
4076229,274
438506,274
1581256,274
3916452,274
3325749,273
4412012,273
4055960,273
4384869,273
3801795,273
338439,273
3294149,273
2306573,273
4203987,272
4080791,272
224942,272
2111915,272
3158534,272
3550521,272
3698599,272
543247,272
3512012,272
1126043,271
3824013,271
286347,271
3550525,271
3986460,271
3815996,271
3569530,271
3747998,271
4283882,270
4034931,270
1827391,270
2229614,270
3408814,270
2965020,270
2348931,270
3611977,270
4243244,269
4321385,269
4243801,269
4052054,269
4334995,269
1631668,269
4275291,269
1119367,268
2148916,268
2463979,268
3795511,268
4415124,268
3864674,268
3294165,268
299278,268
25888,267
2439876,267
3082222,267
2368701,267
2972420,267
3061636,267
4414872,267
1396978,267
397734,267
4633623,266
4220721,266
1508795,266
3864115,266
4334976,266
2837710,266
3975177,266
1398575,266
1246449,266
192349,266
3920073,265
1885335,265
3255547,265
3449186,265
1852610,265
3379673,264
220482,264
4129991,264
3910469,264
3916471,264
4428438,264
4087816,264
4228728,264
4336669,263
3346886,263
4467782,263
4291380,263
3800194,263
17816,262
1852555,262
4334970,262
447113,262
4415074,262
1852663,262
574790,262
4337254,262
419129,261
4076228,261
3571278,261
109976,261
4385076,261
3671867,261
637886,261
2969013,261
1704930,261
3769580,261
1893322,260
4076224,260
3312436,260
2463981,260
3865223,260
3738223,260
36909,259
3629071,259
4336755,259
1207596,259
2883662,259
2846558,259
3918423,259
1353788,259
1000700,258
1126129,258
2882331,258
4109750,258
3411811,258
40176,258
1192733,258
2185150,258
319377,258
87232,258
3029101,257
3918980,257
928356,257
4087905,257
2186487,257
869503,257
2465271,256
3974419,256
4199642,256
3312535,256
4578911,256
2048984,256
4326661,256
1627112,256
2882330,255
2180575,255
3611707,255
3774995,255
3512072,255
4472995,254
528158,254
4336834,254
1852576,254
1353660,254
4461002,254
2153675,253
1020182,253
21561,253
3884302,253
4086087,253
1683540,253
4076010,252
4243513,252
4075904,252
3987154,252
3865769,252
3987163,252
2435158,252
44442,251
3919022,251
156533,251
2833142,251
4076234,251
2270770,251
2964627,251
109986,251
4077332,251
4077353,251
452876,251
3794311,251
1260524,250
4114197,250
3866358,250
4219281,250
1393797,250
348176,250
3350333,250
3916707,249
4293691,249
4636783,249
1661274,249
4055893,249
1851105,248
3919025,248
289413,248
4294459,248
487924,248
3910455,248
1917490,248
3022013,248
1424434,247
1965,247
247742,247
3863781,247
2846372,247
1506152,247
3828945,247
1802211,247
3975041,247
3880195,246
4518236,246
4488293,246
3767001,246
1448279,246
3815831,246
3299973,246
3440371,246
46227,246
2175057,245
418134,245
1809200,245
3460428,245
3255544,245
2185148,245
3986466,245
416919,245
4342621,245
3294281,245
2053705,244
3910476,244
3865370,244
4242115,244
2396270,244
2396313,244
3978101,244
3924273,243
3332895,243
2849561,243
1867970,243
805348,243
177783,243
4077398,243
4243516,243
4106132,242
4275168,242
4381682,242
3629258,242
3609921,242
308352,242
272602,242
4472338,242
4048657,242
509,241
1334231,241
3799949,241
1684570,241
4114547,241
3623953,241
260964,241
44405,240
2639487,240
2929604,240
1435324,240
1619843,240
1584003,240
1577433,240
3512025,240
4063951,240
4384917,240
1631072,239
1192735,239
3642497,239
4336637,239
3780358,239
4034936,238
4080802,238
1508791,238
3575377,238
4243604,238
3550490,238
1619808,238
1359204,238
1336318,237
3695949,237
3811264,237
14948,237
4055928,237
2435218,237
2111815,237
3611256,237
2229399,236
2880303,236
466753,236
4219617,236
4566515,236
2235598,236
244288,236
3786231,235
4336838,235
26845,235
1583671,234
3978833,234
3158554,234
4052144,234
3624045,234
261019,234
1393967,234
1686618,234
4625600,233
4158616,233
3268517,233
1894434,233
3159372,233
294711,233
24741,232
5778,232
4294279,232
2882262,232
3609775,232
16487,232
4326660,232
1754410,232
3316634,232
3159485,232
1857471,231
4636809,231
2240187,231
3411988,231
3794317,231
2880163,231
1037797,231
1686872,230
1126117,230
4086598,230
1491150,230
2880540,230
1811161,230
4385074,230
3325776,230
3891518,230
3971916,230
297558,230
2185147,230
2971989,230
3629374,230
4229131,230
4226524,230
303537,229
3770494,229
4243674,229
4122129,229
4129979,229
3408251,229
4598955,229
4077341,229
4243272,229
3580158,229
4199556,229
3919399,228
3628839,228
2111746,228
1602587,228
1583974,228
3030655,228
4336968,227
2392286,227
136775,227
4275055,227
3865966,227
3159518,227
4114194,226
1581266,226
4321105,226
2111864,226
4196624,226
1917869,226
4337265,226
4272664,225
1605018,225
4091340,225
1197574,225
2915818,225
2168664,225
3694480,225
4458999,225
3318839,225
4137535,225
4229144,225
379643,224
1758055,224
3910541,224
1802157,224
2471507,224
2391611,224
2234790,223
4077378,223
4200896,223
1808580,223
3157762,223
4578902,223
3910481,223
4397575,223
4117233,223
4229130,223
110193,223
4106253,222
1682916,222
3878650,222
3623980,222
446287,222
3294235,222
1000699,221
3157978,221
1811210,221
1808612,221
4053167,220
3828760,220
3105665,220
2392250,220
1790145,220
4336839,220
4161459,220
1923496,219
3157976,219
1710578,219
3294265,219
4088410,219
4415149,219
3312423,219
3916456,219
3566325,218
1758132,218
4160191,218
3828972,218
4322629,218
4467771,218
867072,218
3629572,217
2406327,217
4243723,217
2101021,217
3891492,217
3312508,217
1896045,217
3971867,217
3617245,217
3332885,217
3082470,217
1693709,217
1393032,217
1607387,216
1581263,216
3878491,216
4055897,216
1309368,216
3800018,216
308195,216
404980,215
2849508,215
4160190,215
3081962,215
1836806,215
3986462,215
419293,215
2477033,215
3919005,214
3624102,214
3910427,214
461964,214
2111794,214
4052106,214
4109955,214
1622948,214
86077,213
2399965,213
46529,213
2229587,213
2235540,213
4243798,213
2100962,213
446741,213
4459016,213
3580139,213
1354781,213
4087776,213
4397912,213
1923203,212
4581971,212
4605445,212
4199405,212
2882307,212
3924366,212
4598817,212
3624370,212
4092392,212
4534718,212
1918633,212
3979763,212
2961426,212
1808615,212
4199621,211
4114173,211
4467767,211
55199,211
1886578,211
2350549,211
205005,211
1574981,211
1666914,210
224489,210
289365,210
3828886,210
1628235,210
2406321,210
1916169,210
3411793,210
2435397,210
3712478,210
284549,210
3075546,210
3876069,210
3332755,210
2916063,210
1564353,210
3325788,210
3746702,210
13229,209
3109026,209
2484333,209
4114892,209
4038358,209
989480,208
4080776,208
3294283,208
1684558,208
3411911,208
4114516,208
299113,208
3021979,208
1583663,208
4274450,208
1836769,208
3866990,207
3460442,207
3755838,207
408103,207
1690718,207
1885524,207
4275069,206
2846326,206
3527626,206
2180572,206
4028728,206
4075908,206
15555,206
216490,206
91910,206
3932623,206
1703060,206
3784345,205
308353,205
1390208,205
4122134,205
487935,205
1577666,205
4274487,205
1893319,204
1594993,204
2309357,204
3350355,204
3828803,204
1690173,204
1738238,204
3159397,204
4063869,204
3082225,203
1836787,203
4158772,203
1619825,203
21221,203
3827417,203
4242147,203
32329,202
3877482,202
3828946,202
4414671,202
4518164,202
105083,202
4306023,202
4034938,201
11286,201
30090,201
15174,201
289453,201
4118793,201
1641502,201
1651323,201
4274803,201
1916655,201
161760,201
400205,200
1607385,200
2111707,200
2229597,200
3460468,200
13934,200
928386,200
1885318,200
4415155,200
3579700,200
4228957,200
2370941,200
3618662,200
3869299,199
27052,199
4275099,199
3985519,199
1811554,199
1811233,199
2354776,199
524527,199
1893044,199
4336885,199
4158791,199
196975,198
3294231,198
4158910,198
4199674,198
3628609,198
3828925,198
4210824,198
2849409,198
431465,198
1634402,198
3253995,198
2903319,198
4118964,197
4243664,197
38711,197
243298,197
2185152,197
2964755,197
2846341,197
1226908,197
4087619,197
3611227,197
3325722,197
4321345,197
4321265,196
3312527,196
12969,196
39913,196
4461005,196
3975187,196
109978,196
3866984,195
189522,195
3325739,195
3575414,195
1918402,195
4140425,195
3332761,195
3034383,195
2172589,195
3824509,195
171789,195
3159521,194
4052138,194
4397531,194
3618848,194
4473827,194
3346900,193
4161475,193
4334971,193
2406311,193
4207588,193
3629049,193
3318530,193
1718395,193
1227053,193
4352572,193
4131196,193
3800198,193
2392223,193
1808780,193
3159378,193
177782,193
4230278,192
3871168,192
5251,192
4578910,192
1624425,192
865726,192
4272677,191
4631104,191
1355247,191
2448200,191
313916,191
3319179,191
3828880,191
2168686,191
1079127,191
4228729,191
3786189,191
3982378,191
1577863,190
1616190,190
1811034,190
3811294,190
4319394,190
4204164,190
2193299,190
4229169,190
4467785,190
138643,189
4531125,189
3694476,189
4030282,189
1636552,189
4141876,189
3624036,189
3975200,189
3866979,188
3924292,188
2910935,188
2309296,188
4158476,188
1885332,188
3785966,188
4055490,188
869334,188
3863783,188
4080759,187
3629193,187
4412289,187
1575850,187
496321,187
2835780,187
4397926,187
1720612,186
4293709,186
1811215,186
2849386,186
4122150,186
2937921,186
261018,186
446282,186
1852582,186
1861359,186
1727153,186
2435302,186
3712912,186
4088617,186
2111836,186
1353557,186
865993,186
4121962,186
1000681,185
2882304,185
3460430,185
1754673,185
3878476,185
2052175,185
867900,185
4274867,185
1397214,185
624253,185
664116,185
1705254,185
4226528,185
3029086,184
4114501,184
